trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-50
1,snack10,"[6,3]",sophisticated,-49
2,snack7,"[6,3]",naive,-49
2,snack7,"[6,3]",sophisticated,-49
3,snack3,"[3,9]",naive,-39
3,snack3,"[3,9]",sophisticated,-36
4,snack7,"[3,4]",naive,-47
4,snack7,"[3,4]",sophisticated,-42
5,snack8,"[10,3]",naive,-24
5,snack8,"[10,3]",sophisticated,-3
6,snack8,"[10,2]",naive,-33
6,snack8,"[10,2]",sophisticated,-2
7,snack1,"[4,9]",naive,-31
7,snack1,"[4,9]",sophisticated,-27
8,snack8,"[8,5]",naive,-10
8,snack8,"[8,5]",sophisticated,-3
9,snack10,"[5,3]",naive,-48
9,snack10,"[5,3]",sophisticated,-42
10,snack2,"[13,3]",naive,50
10,snack2,"[13,3]",sophisticated,40
11,snack2,"[13,4]",naive,49
11,snack2,"[13,4]",sophisticated,29
12,snack5,"[10,4]",naive,21
12,snack5,"[10,4]",sophisticated,5
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,39
14,snack9,"[8,10]",sophisticated,37
15,snack10,"[6,11]",naive,46
15,snack10,"[6,11]",sophisticated,41
16,snack3,"[10,9]",naive,23
16,snack3,"[10,9]",sophisticated,17
17,snack3,"[11,9]",naive,38
17,snack3,"[11,9]",sophisticated,33
18,snack1,"[6,11]",naive,14
18,snack1,"[6,11]",sophisticated,5
19,snack2,"[5,4]",naive,-6
19,snack2,"[5,4]",sophisticated,-13
20,snack7,"[3,10]",naive,-1
20,snack7,"[3,10]",sophisticated,-2
21,snack9,"[12,4]",naive,-13
21,snack9,"[12,4]",sophisticated,-9
22,snack5,"[8,4]",naive,0
22,snack5,"[8,4]",sophisticated,-4
23,snack5,"[8,5]",naive,7
23,snack5,"[8,5]",sophisticated,4
24,snack6,"[7,10]",naive,0
24,snack6,"[7,10]",sophisticated,0
25,snack9,"[8,5]",naive,-19
25,snack9,"[8,5]",sophisticated,-18
26,snack6,"[8,13]",naive,-5
26,snack6,"[8,13]",sophisticated,-5
27,snack6,"[7,9]",naive,3
27,snack6,"[7,9]",sophisticated,-1
